i,should_take,took,subject,session,rep
3058,1.5417999999999998,1.5435314,s011,6,9
3059,1.7625,1.7646646000000001,s011,6,10
3060,1.7343,1.7359012,s011,6,11
3061,1.4619,1.4638122,s011,6,12
3062,1.3997,1.4012531,s011,6,13
3063,1.8594,1.8610405,s011,6,14
3064,1.6402,1.6419492999999998,s011,6,15
3065,1.9945,1.9962973000000002,s011,6,16
3066,1.5976,1.5994877,s011,6,17
3067,1.6560000000000001,1.6578941999999999,s011,6,18
3068,1.6665999999999999,1.6683843,s011,6,19
3069,1.7838,1.7856279000000002,s011,6,20
3070,1.7734999999999999,1.7752877,s011,6,21
3071,1.5593,1.5609617,s011,6,22
3072,1.6545999999999998,1.6561881,s011,6,23
3073,1.6151,1.6166582,s011,6,24
3074,1.6126,1.6142672,s011,6,25
3075,1.7727,1.774311,s011,6,26
3076,1.7298,1.7316619,s011,6,27
3077,1.6656,1.6672004999999999,s011,6,28
3078,1.6078999999999999,1.6096491,s011,6,29
3079,1.625,1.6267915,s011,6,30
3080,1.7642,1.7661095,s011,6,31
3081,1.7783,1.7800316,s011,6,32
3082,1.7549000000000001,1.7567173999999999,s011,6,33
3083,2.4068,2.408874,s011,6,34
3084,1.6448,1.6464754,s011,6,35
3085,1.587,1.5884137,s011,6,36
3086,1.581,1.5826685,s011,6,37
3087,1.5558999999999998,1.5575999999999999,s011,6,38
3088,1.6181999999999999,1.6200861,s011,6,39
3089,1.6694,1.6712303,s011,6,40
3090,1.6482999999999999,1.6501215,s011,6,41
3091,1.4534,1.4553069,s011,6,42
3092,1.6120999999999999,1.6137467,s011,6,43
3093,1.6004,1.6024062,s011,6,44
3094,1.5489000000000002,1.5507838999999999,s011,6,45
3095,1.591,1.5929164999999998,s011,6,46
3096,1.6509,1.6526744,s011,6,47
3097,1.6898,1.6913464999999999,s011,6,48
3098,1.4611,1.4628274,s011,6,49
3099,1.4981,1.4998117,s011,6,50
3100,2.0273,2.0289511,s011,7,1
3101,1.5586,1.5604743,s011,7,2
3102,1.9990999999999999,2.0007386,s011,7,3
3103,1.3611,1.3629346,s011,7,4
3104,1.3497,1.3515628,s011,7,5
3105,1.387,1.3887818,s011,7,6
3106,1.4285,1.4303124,s011,7,7
3107,1.3514,1.3532978,s011,7,8
3108,1.4433,1.4450357999999999,s011,7,9
3109,1.3593,1.3610767,s011,7,10
3110,1.5236,1.5249402,s011,7,11
3111,1.2882,1.290146,s011,7,12
3112,1.4237,1.4256772,s011,7,13
3113,1.4849,1.486611,s011,7,14
3114,1.3987,1.4001344,s011,7,15
3115,1.5061,1.5077325,s011,7,16
3116,1.4054,1.4070516,s011,7,17
3117,1.8587,1.8600821,s011,7,18
3118,1.4259,1.4276199,s011,7,19
3119,1.449,1.4508206000000001,s011,7,20
3120,1.5927,1.5944386000000002,s011,7,21
3121,1.565,1.5668479,s011,7,22
3122,1.5659,1.5678307999999999,s011,7,23
3123,1.448,1.4498731999999999,s011,7,24
3124,1.3756,1.3773739,s011,7,25
3125,2.148,2.1495864,s011,7,26
3126,1.4374,1.4390398,s011,7,27
3127,1.4425,1.4443877999999999,s011,7,28
3128,1.3441,1.3456716,s011,7,29
3129,1.448,1.4498448,s011,7,30
3130,1.4171,1.4186885,s011,7,31
3131,1.4284,1.4299514,s011,7,32
3132,1.6316000000000002,1.6330589,s011,7,33
3133,1.4066,1.4083843,s011,7,34
3134,1.6768,1.6786587,s011,7,35
3135,1.6015000000000001,1.6033906999999998,s011,7,36
3136,1.7247,1.7266021,s011,7,37
3137,1.5758,1.5776718,s011,7,38
3138,1.7045,1.7061475000000002,s011,7,39
3139,1.6251,1.6266393,s011,7,40
3140,1.4904,1.4923727,s011,7,41
3141,1.9868000000000001,1.98849,s011,7,42
3142,1.6919,1.6937351,s011,7,43
3143,1.5087000000000002,1.5104921999999998,s011,7,44
3144,1.4522,1.4538559,s011,7,45
3145,1.5727,1.5745265000000002,s011,7,46
3146,1.7970000000000002,1.7998268,s011,7,47
3147,1.554,1.5554196,s011,7,48
3148,1.6801,1.6821502000000002,s011,7,49
3149,1.5002,1.5017547,s011,7,50
3150,1.7835,1.7850855,s011,8,1
3151,1.5752000000000002,1.5769141,s011,8,2
3152,1.2659,1.2688176,s011,8,3
3153,1.3009,1.3025151,s011,8,4
3154,1.2757,1.2775496,s011,8,5
3155,1.2936,1.2953126,s011,8,6
3156,1.2426,1.2441749,s011,8,7
3157,1.1695,1.1710808,s011,8,8
3158,1.2775,1.2790738,s011,8,9
3159,1.2938,1.2956864000000001,s011,8,10
3160,1.3572,1.358855,s011,8,11
3161,1.6449,1.6466247,s011,8,12
3162,1.2051,1.206485,s011,8,13
3163,1.2891,1.2909286,s011,8,14
3164,1.2921,1.2939737,s011,8,15
3165,1.3265,1.3281011,s011,8,16
3166,1.3829,1.3847156,s011,8,17
3167,1.3317,1.3336297,s011,8,18
3168,1.2827,1.2841034,s011,8,19
3169,1.2581,1.2595478,s011,8,20
3170,1.3289,1.3305114,s011,8,21
3171,1.2859,1.2875231,s011,8,22
3172,1.3737,1.3756058,s011,8,23
3173,1.3294000000000001,1.3311131,s011,8,24
3174,1.3698000000000001,1.3715514,s011,8,25
3175,1.3105,1.3122599,s011,8,26
3176,1.2499,1.2516833,s011,8,27
3177,1.3603,1.3620844,s011,8,28
3178,1.33,1.3317903,s011,8,29
3179,1.442,1.4434333,s011,8,30
3180,1.6084,1.6100324000000001,s011,8,31
3181,1.1711,1.1726822000000001,s011,8,32
3182,1.4645000000000001,1.4662812,s011,8,33
3183,1.5175999999999998,1.5194481,s011,8,34
3184,1.3605,1.3621767,s011,8,35
3185,1.2558,1.2576291,s011,8,36
3186,1.3101,1.3118946,s011,8,37
3187,1.303,1.3046714,s011,8,38
3188,1.4974,1.4992162,s011,8,39
3189,1.2529,1.2546671,s011,8,40
3190,1.2915,1.2933883,s011,8,41
3191,1.27,1.2718191,s011,8,42
3192,1.3274,1.3291134,s011,8,43
3193,1.2907,1.2924646,s011,8,44
3194,1.2539,1.2555508,s011,8,45
3195,1.2656,1.2672693,s011,8,46
3196,1.2606,1.2623048,s011,8,47
3197,1.3115999999999999,1.3132262,s011,8,48
3198,1.1358,1.1374878,s011,8,49
3199,1.163,1.1647667,s011,8,50
3200,4.1395,4.1415806,s012,1,1
3201,4.3069,4.3088412,s012,1,2
3202,3.7855,3.7876268,s012,1,3
3203,4.4122,4.4138893,s012,1,4
3204,4.3502,4.3522114,s012,1,5
3205,3.2113,3.2130222,s012,1,6
3206,3.7197,3.7217495,s012,1,7
3207,4.2444,4.2465813,s012,1,8
3208,3.7197,3.7220152,s012,1,9
3209,3.332,3.3334803,s012,1,10
3210,3.8759,3.8779669,s012,1,11
3211,2.9699,2.9720273,s012,1,12
3212,2.6204,2.6224838,s012,1,13
3213,2.9411,2.9429537999999997,s012,1,14
3214,2.9331,2.9350291,s012,1,15
3215,3.4064,3.4082926000000002,s012,1,16
3216,3.0013,3.0032111,s012,1,17
3217,2.9307,2.9323787,s012,1,18
3218,3.0923,3.0937647,s012,1,19
3219,2.7337,2.7355364,s012,1,20
3220,2.3409,2.3426244,s012,1,21
3221,2.6737,2.6755836,s012,1,22
3222,2.827,2.8292903000000003,s012,1,23
3223,2.4058,2.4077262,s012,1,24
3224,2.4692,2.4708663,s012,1,25
3225,2.9482,2.950017,s012,1,26
3226,2.3845,2.3863089,s012,1,27
3227,2.9195,2.9211143,s012,1,28
3228,2.3182,2.3201846,s012,1,29
3229,2.5181,2.5199805,s012,1,30
3230,2.1721,2.1740574,s012,1,31
3231,2.5218,2.5234806,s012,1,32
3232,2.748,2.7499324,s012,1,33
3233,2.2352,2.2371434,s012,1,34
3234,2.1207,2.1225774,s012,1,35
3235,2.1661,2.1680332,s012,1,36
3236,4.1031,4.1049612,s012,1,37
3237,2.7349,2.7369744000000003,s012,1,38
3238,2.6898,2.6915348999999997,s012,1,39
3239,2.7891,2.7908656,s012,1,40
3240,3.0397,3.0414826,s012,1,41
3241,2.3666,2.3681648,s012,1,42
3242,2.5305999999999997,2.5320964999999998,s012,1,43
3243,2.3343,2.3362542,s012,1,44
3244,3.1921,3.1942017,s012,1,45
3245,2.8705,2.8724999,s012,1,46
3246,2.5211,2.5231015,s012,1,47
3247,2.5366,2.5385455,s012,1,48
3248,3.3013,3.3030088,s012,1,49
3249,3.1105,3.1124985,s012,1,50
3250,3.5259,3.5277506,s012,2,1
3251,2.8086,2.8104724,s012,2,2
3252,2.2832,2.285235,s012,2,3
3253,3.1216,3.1233254,s012,2,4
3254,2.7672,2.7691587,s012,2,5
3255,2.068,2.0699072,s012,2,6
3256,1.9957,1.9974761,s012,2,7
3257,2.0021,2.003746,s012,2,8
3258,3.0172,3.0191748,s012,2,9
3259,2.1678,2.169481,s012,2,10
3260,1.9828999999999999,1.9846928,s012,2,11
3261,2.4271,2.4290275,s012,2,12
3262,1.9557,1.9574492000000001,s012,2,13
3263,2.1685,2.1704776,s012,2,14
3264,1.8531,1.8549514999999999,s012,2,15
3265,2.0523,2.0537811,s012,2,16
3266,2.0293,2.0310584,s012,2,17
3267,1.7612,1.7629937,s012,2,18
3268,2.3982,2.4001649,s012,2,19
3269,2.1686,2.1704211,s012,2,20
3270,2.092,2.0937038,s012,2,21
3271,1.9647999999999999,1.9665146,s012,2,22
3272,2.3382,2.3400245,s012,2,23
3273,2.2971,2.2990622,s012,2,24
3274,2.1628,2.1643459,s012,2,25
3275,2.3278,2.3298472,s012,2,26
3276,2.4256,2.427333,s012,2,27
3277,2.3045,2.3061441,s012,2,28
3278,2.032,2.0335666,s012,2,29
3279,2.5023999999999997,2.5045495,s012,2,30
3280,2.6648,2.6665275,s012,2,31
3281,2.0547,2.0567631,s012,2,32
3282,2.2631,2.2650857,s012,2,33
3283,2.2992,2.3007118,s012,2,34
3284,1.9611,1.9626899,s012,2,35
3285,2.6408,2.6426925,s012,2,36
3286,2.2414,2.2433253,s012,2,37
3287,2.3172,2.3190855,s012,2,38
3288,2.4307,2.4326431,s012,2,39
3289,2.8268,2.8288161,s012,2,40
3290,2.3486000000000002,2.350593,s012,2,41
3291,2.1567,2.1588158,s012,2,42
3292,2.0849,2.0868679,s012,2,43
3293,3.7453,3.7470663,s012,2,44
3294,2.2471,2.2490579,s012,2,45
3295,1.9653,1.9670024000000002,s012,2,46
3296,2.493,2.4944721,s012,2,47
3297,3.5540000000000003,3.5558462,s012,2,48
3298,2.2692,2.2706821,s012,2,49
3299,2.1462,2.1480826,s012,2,50
3300,2.5478,2.5499928,s012,3,1
3301,2.251,2.2526754,s012,3,2
3302,2.5174,2.5192953,s012,3,3
3303,2.063,2.0649617,s012,3,4
3304,1.8294000000000001,1.8309818,s012,3,5
3305,2.2997,2.3016322000000002,s012,3,6
3306,2.337,2.3387634,s012,3,7
3307,1.9437,1.9453908,s012,3,8
3308,2.0309,2.0326261,s012,3,9
3309,2.1441,2.1461449,s012,3,10
3310,2.8623,2.8643549999999998,s012,3,11
3311,2.4048,2.4068076,s012,3,12
3312,2.4362,2.4378491,s012,3,13
3313,2.2241,2.2259862,s012,3,14
3314,2.2038,2.20574,s012,3,15
3315,2.4549,2.4564473,s012,3,16
3316,2.2429,2.2448092,s012,3,17
3317,2.5698,2.5716894999999997,s012,3,18
3318,2.0432,2.0449374,s012,3,19
3319,2.063,2.0650345,s012,3,20
3320,2.1824,2.1842479,s012,3,21
3321,1.982,1.9837869000000001,s012,3,22
3322,2.0104,2.0121815,s012,3,23
3323,3.3881,3.3900822,s012,3,24
3324,2.1344,2.1360781,s012,3,25
3325,2.2315,2.2332926,s012,3,26
3326,2.0489,2.0510401,s012,3,27
3327,2.5176,2.5194018,s012,3,28
3328,2.7085,2.710438,s012,3,29
3329,2.751,2.7530288,s012,3,30
3330,2.3295,2.331507,s012,3,31
3331,2.3082,2.3097154,s012,3,32
3332,2.0262000000000002,2.0278478,s012,3,33
3333,2.0554,2.0570892,s012,3,34
3334,2.3433,2.3451142,s012,3,35
3335,2.8769,2.8793537000000002,s012,3,36
3336,2.0899,2.0919471,s012,3,37
3337,2.6147,2.6164681,s012,3,38
3338,2.6105,2.6125524,s012,3,39
3339,2.2403,2.2425039,s012,3,40
3340,2.149,2.150591,s012,3,41
3341,2.3271,2.3287823,s012,3,42
3342,2.1332,2.1346827,s012,3,43
3343,2.2117,2.2136166,s012,3,44
3344,2.7194000000000003,2.7215534,s012,3,45
3345,2.4173999999999998,2.419486,s012,3,46
3346,2.605,2.6068388000000002,s012,3,47
3347,2.2224,2.2239553,s012,3,48
3348,2.0782,2.0797185,s012,3,49
3349,2.2747,2.2765098,s012,3,50
3350,2.0591,2.0609906,s012,4,1
3351,2.0443,2.0460944,s012,4,2
3352,1.9414,1.9430631,s012,4,3
3353,2.1607,2.1624858,s012,4,4
3354,2.3514,2.353251,s012,4,5
3355,1.8214000000000001,1.8231857,s012,4,6
3356,1.9325999999999999,1.9344909000000001,s012,4,7
3357,2.2459,2.2478048,s012,4,8
3358,1.9491,1.950752,s012,4,9
3359,1.8424,1.8440203,s012,4,10
3360,2.0489,2.0506458,s012,4,11
3361,1.8249,1.8264924,s012,4,12
3362,2.1227,2.1244513,s012,4,13
3363,1.8765,1.8783819,s012,4,14
3364,1.8751,1.8767302,s012,4,15
3365,1.8429,1.8447754,s012,4,16
3366,1.9371,1.9390231,s012,4,17
3367,2.0122,2.0141128,s012,4,18
3368,1.8347,1.8364281,s012,4,19
3369,2.0005,2.002241,s012,4,20
3370,3.0181,3.0198746,s012,4,21
3371,1.8199999999999998,1.8219041,s012,4,22
3372,1.7454,1.7470772,s012,4,23
3373,1.8086,1.8103321,s012,4,24
3374,2.0277,2.0295487,s012,4,25
3375,1.8048,1.8064998,s012,4,26
3376,1.9099,1.9113468999999998,s012,4,27
3377,2.3554,2.3572395,s012,4,28
3378,1.8981,1.8998207,s012,4,29
3379,1.9173,1.9190109,s012,4,30
3380,2.0258,2.0275824,s012,4,31
3381,1.9955,1.9973846,s012,4,32
3382,1.967,1.9690066000000002,s012,4,33
3383,1.9032,1.904812,s012,4,34
3384,1.8909,1.8926644000000001,s012,4,35
3385,1.7486000000000002,1.750568,s012,4,36
3386,3.4534000000000002,3.455345,s012,4,37
3387,2.0672,2.0691302,s012,4,38
3388,1.7856999999999998,1.7874116,s012,4,39
3389,2.4341,2.4362615,s012,4,40
3390,1.9905,1.9923852,s012,4,41
3391,1.9588999999999999,1.9605416,s012,4,42
3392,2.0962,2.0982383000000002,s012,4,43
3393,1.8109,1.8131815,s012,4,44
3394,1.8859,1.8876475,s012,4,45
3395,1.8832,1.8851637,s012,4,46
3396,2.2957,2.2974659,s012,4,47
3397,1.7973,1.7990827999999999,s012,4,48
3398,1.8500999999999999,1.8518651,s012,4,49
3399,2.4199,2.4217191,s012,4,50
3400,2.9396,2.9415521,s012,5,1
3401,2.2743,2.2761551,s012,5,2
3402,2.2246,2.2277459,s012,5,3
3403,2.1353,2.1373107,s012,5,4
3404,2.4513,2.4533896,s012,5,5
3405,2.1746,2.1763046,s012,5,6
3406,2.1703,2.1722472,s012,5,7
3407,2.216,2.2179343,s012,5,8
3408,2.1641,2.1658664,s012,5,9
3409,2.4938000000000002,2.4957451,s012,5,10
3410,2.5214,2.523091,s012,5,11
3411,2.255,2.2569799,s012,5,12
3412,2.082,2.0838812,s012,5,13
3413,2.4683,2.4703843,s012,5,14
3414,2.2874,2.2891344,s012,5,15
3415,2.3554,2.3570631,s012,5,16
3416,2.0894,2.0907874,s012,5,17
3417,2.7601,2.7620611999999998,s012,5,18
3418,1.8828,1.884523,s012,5,19
3419,2.3011,2.3029954,s012,5,20
3420,2.2669,2.269062,s012,5,21
3421,2.1488,2.1504058,s012,5,22
3422,2.0571,2.0590667,s012,5,23
3423,2.0453,2.0473437,s012,5,24
3424,1.9195,1.9212334,s012,5,25
3425,1.9767000000000001,1.9781366999999999,s012,5,26
3426,2.1551,2.1570094,s012,5,27
3427,1.7856999999999998,1.7872951000000001,s012,5,28
3428,2.4926,2.4943785,s012,5,29
3429,2.0434,2.0452293,s012,5,30
3430,2.1366,2.1383783,s012,5,31
3431,2.2059,2.2074232,s012,5,32
3432,1.8885999999999998,1.8903767,s012,5,33
3433,2.0188,2.0204896,s012,5,34
3434,1.8874,1.8892683,s012,5,35
3435,2.0854,2.0873659,s012,5,36
3436,1.9455,1.9472791,s012,5,37
3437,1.9872999999999998,1.9891282000000001,s012,5,38
3438,2.1218,2.1236617,s012,5,39
3439,2.3221,2.3240969,s012,5,40
3440,1.9607,1.9624205,s012,5,41
3441,2.5606999999999998,2.5626439,s012,5,42
3442,2.0244,2.0262444,s012,5,43
3443,2.5094,2.511343,s012,5,44
3444,2.1465,2.1480986,s012,5,45
3445,2.17,2.171825,s012,5,46
3446,2.2516,2.2532451,s012,5,47
3447,2.2656,2.2673635,s012,5,48
3448,2.1931,2.194805,s012,5,49
3449,2.2688,2.2705842,s012,5,50
3450,2.5268,2.5287711,s012,6,1
3451,2.0315,2.0334036,s012,6,2
3452,1.8391,1.8408133,s012,6,3
3453,2.7384,2.7401916,s012,6,4
3454,2.1824,2.1846373,s012,6,5
3455,2.1975,2.1993505,s012,6,6
3456,1.8592,1.8610418,s012,6,7
3457,1.9355,1.9376366,s012,6,8
3458,1.9395,1.9413022,s012,6,9
3459,1.9201000000000001,1.9219195999999998,s012,6,10
3460,1.8639999999999999,1.8657607,s012,6,11
3461,2.3518,2.3536607,s012,6,12
3462,2.605,2.6071343000000002,s012,6,13
3463,2.3585,2.3601086000000002,s012,6,14
3464,2.1786,2.1805448,s012,6,15
3465,1.9221,1.9238297,s012,6,16
3466,1.9111,1.9129512,s012,6,17
3467,2.0595,2.061301,s012,6,18
3468,1.9927000000000001,1.994653,s012,6,19
3469,1.9866000000000001,1.9881769999999999,s012,6,20
3470,2.0594,2.0614194,s012,6,21
3471,1.8728,1.8743489,s012,6,22
3472,2.2201,2.2219824,s012,6,23
3473,2.2564,2.2584992,s012,6,24
3474,2.2499000000000002,2.2519232000000002,s012,6,25
3475,2.1124,2.1141038,s012,6,26
3476,2.0432,2.0446561,s012,6,27
3477,1.9727000000000001,1.9746700000000001,s012,6,28
3478,2.2923999999999998,2.2944964,s012,6,29
3479,2.3957,2.3974564,s012,6,30
3480,2.1544,2.1565602,s012,6,31
3481,2.052,2.0538427,s012,6,32
3482,1.9213,1.9231349,s012,6,33
3483,2.2549,2.2567652000000002,s012,6,34
3484,2.0866,2.0881279,s012,6,35
3485,1.8963999999999999,1.8983416,s012,6,36
3486,1.837,1.838988,s012,6,37
3487,1.9897,1.9918417000000002,s012,6,38
3488,2.2102,2.2121994,s012,6,39
3489,1.9624000000000001,1.9639145999999998,s012,6,40
3490,1.962,1.9635468999999999,s012,6,41
3491,1.8494000000000002,1.8512870000000001,s012,6,42
3492,1.7967,1.7985345000000001,s012,6,43
3493,1.8291,1.831054,s012,6,44
3494,1.8847,1.8862139999999998,s012,6,45
3495,1.8691,1.8706227,s012,6,46
3496,1.8878,1.8896499,s012,6,47
3497,1.7793,1.780878,s012,6,48
3498,2.3982,2.3999078,s012,6,49
3499,1.7664,1.7680421,s012,6,50
3500,2.4905,2.492406,s012,7,1
3501,1.9695,1.970861,s012,7,2
3502,2.0218,2.0236207,s012,7,3
3503,1.9473,1.9490819,s012,7,4
3504,1.8226,1.8240912,s012,7,5
3505,1.9016,1.9033166000000001,s012,7,6
3506,1.7321,1.7340696,s012,7,7
3507,1.7934999999999999,1.7955624000000001,s012,7,8
3508,2.1991,2.2009984,s012,7,9
3509,2.0158,2.0175972,s012,7,10
3510,1.9048,1.9064941,s012,7,11
3511,1.9259,1.9275718,s012,7,12
3512,1.8087,1.8104765,s012,7,13
3513,2.1447,2.1466681,s012,7,14
3514,2.0013,2.0031397,s012,7,15
3515,1.8243,1.8260169,s012,7,16
3516,1.8371,1.8390634000000001,s012,7,17
3517,1.6701000000000001,1.6720016,s012,7,18
3518,2.0426,2.0442586,s012,7,19
3519,2.1159,2.117669,s012,7,20
3520,1.9468,1.9486710999999999,s012,7,21
3521,1.8209,1.8223069,s012,7,22
3522,1.9735,1.9750819,s012,7,23
3523,1.8616000000000001,1.8633448000000001,s012,7,24
3524,2.0492,2.0506266,s012,7,25
3525,2.08,2.0818018,s012,7,26
3526,1.8784,1.8801372,s012,7,27
3527,1.9715,1.9730499,s012,7,28
3528,2.1264,2.1284448,s012,7,29
3529,1.9615,1.9632163999999999,s012,7,30
3530,1.9193,1.920922,s012,7,31
3531,1.9741,1.9759834,s012,7,32
3532,2.0032,2.0049492,s012,7,33
3533,2.875,2.8766412,s012,7,34
3534,2.1753,2.1770533,s012,7,35
3535,2.2897,2.2914662,s012,7,36
3536,2.2197,2.2216263,s012,7,37
3537,2.4368,2.4383977,s012,7,38
3538,2.1154,2.1173277,s012,7,39
3539,2.0895,2.0911996999999998,s012,7,40
3540,2.1468,2.1490127,s012,7,41
3541,2.174,2.175836,s012,7,42
3542,2.0314,2.0329735,s012,7,43
3543,2.1236,2.1257356,s012,7,44
3544,1.9605000000000001,1.9623593000000001,s012,7,45
3545,1.9681,1.9698581,s012,7,46
3546,2.218,2.2199587,s012,7,47
3547,1.8366,1.8380357,s012,7,48
3548,1.7899,1.7916406999999999,s012,7,49
3549,1.9617,1.9634908,s012,7,50
3550,2.5874,2.5892101,s012,8,1
3551,1.815,1.8167893,s012,8,2
3552,1.6963,1.6980183,s012,8,3
3553,1.7536,1.7550778,s012,8,4
3554,2.2975,2.2990861000000002,s012,8,5
3555,1.7207,1.7225104,s012,8,6
3556,1.9636,1.9653888,s012,8,7
3557,1.823,1.8247694,s012,8,8
3558,1.7444,1.7462354,s012,8,9
3559,1.8894,1.8909641000000001,s012,8,10
3560,1.8104,1.8123673,s012,8,11
3561,1.6934,1.6955341000000002,s012,8,12
3562,1.8891,1.8906212,s012,8,13
3563,1.7127,1.714076,s012,8,14
3564,1.7317,1.7334416,s012,8,15
3565,1.7454,1.7473253,s012,8,16
3566,1.7854,1.7871239,s012,8,17
3567,1.7665,1.7682259,s012,8,18
3568,1.6272,1.6290483999999998,s012,8,19
3569,2.1078,2.1094666,s012,8,20
3570,1.6524999999999999,1.65429,s012,8,21
3571,2.0737,2.0756426,s012,8,22
3572,2.2461,2.2478663,s012,8,23
3573,1.9966,1.9984682,s012,8,24
3574,1.8096999999999999,1.8115928000000001,s012,8,25
3575,1.7964,1.7982038999999999,s012,8,26
3576,1.8768,1.8786847,s012,8,27
3577,1.7976999999999999,1.7991844000000001,s012,8,28
3578,1.8239,1.8256236000000001,s012,8,29
3579,2.3791,2.3807084,s012,8,30
3580,1.8401999999999998,1.8418847,s012,8,31
3581,1.8312,1.8332232,s012,8,32
3582,1.808,1.8095793,s012,8,33
3583,1.6916,1.693282,s012,8,34
3584,1.7574999999999998,1.7595115,s012,8,35
3585,1.6278000000000001,1.6299648,s012,8,36
3586,1.6640000000000001,1.6658693,s012,8,37
3587,2.0103,2.012324,s012,8,38
3588,1.8553,1.8570986999999999,s012,8,39
3589,1.9687000000000001,1.9705373000000002,s012,8,40
3590,1.8555000000000001,1.8570924,s012,8,41
3591,1.7728000000000002,1.7745164,s012,8,42
3592,1.9714,1.9733079999999998,s012,8,43
3593,2.2904,2.2927214,s012,8,44
3594,1.8351,1.8367947999999998,s012,8,45
3595,1.9205999999999999,1.9219448,s012,8,46
3596,2.3166,2.3184701,s012,8,47
3597,1.6968999999999999,1.6987643000000001,s012,8,48
3598,2.147,2.1487664,s012,8,49
3599,1.9963,1.9982488,s012,8,50
3600,3.1416,3.1433852,s013,1,1
3601,1.845,1.8466572,s013,1,2
3602,2.8668,2.8686591,s013,1,3
3603,2.8369999999999997,2.8390687999999997,s013,1,4
3604,2.4442,2.4461411,s013,1,5
3605,2.1219,2.1236542,s013,1,6
3606,2.2597,2.2615605,s013,1,7
3607,2.9327,2.9346494,s013,1,8
3608,2.3431,2.3450913,s013,1,9
3609,1.7666,1.7682246,s013,1,10
3610,2.4715,2.4734765,s013,1,11
3611,2.2353,2.2370201,s013,1,12
3612,2.1999,2.2018452,s013,1,13
3613,2.0922,2.0937836,s013,1,14
3614,2.6737,2.6756653,s013,1,15
3615,1.9579,1.9595178,s013,1,16
3616,1.927,1.9288488,s013,1,17
3617,1.9792,1.9810822,s013,1,18
3618,2.148,2.1497771,s013,1,19
3619,2.159,2.1609992,s013,1,20
3620,2.365,2.367137,s013,1,21
3621,1.8086,1.8105707,s013,1,22
3622,2.7309,2.7332636,s013,1,23
3623,1.7612999999999999,1.7628729,s013,1,24
3624,1.8542,1.8557443,s013,1,25
3625,1.79,1.7915439,s013,1,26
3626,2.1337,2.1357061,s013,1,27
3627,1.6219000000000001,1.6238074,s013,1,28
3628,1.5622,1.5640805,s013,1,29
3629,2.8744,2.8765,s013,1,30
3630,2.0863,2.0883132,s013,1,31
3631,1.9605000000000001,1.9619542,s013,1,32
3632,2.2447,2.2466058,s013,1,33
3633,2.4178,2.4192489,s013,1,34
3634,1.7694999999999999,1.7713259,s013,1,35
3635,2.3157,2.3173551,s013,1,36
3636,2.0362999999999998,2.0377759,s013,1,37
3637,1.5963,1.5981238,s013,1,38
3638,2.3813,2.3828343,s013,1,39
3639,2.1509,2.1526548,s013,1,40
3640,2.4426,2.4443378,s013,1,41
3641,1.7422,1.7438577,s013,1,42
3642,2.69,2.6917575,s013,1,43
3643,1.9375,1.9392271,s013,1,44
3644,2.1362,2.1379419,s013,1,45
3645,2.2756,2.2774689,s013,1,46
3646,2.1942,2.1961673,s013,1,47
3647,2.3896,2.3914869,s013,1,48
3648,1.8852,1.8872369,s013,1,49
3649,2.0582,2.0598805000000002,s013,1,50
3650,2.6321,2.6338585,s013,2,1
3651,1.7692999999999999,1.7711041,s013,2,2
3652,1.6332,1.6346569,s013,2,3
3653,1.7646,1.7663841,s013,2,4
3654,1.5665,1.5683961,s013,2,5
3655,2.151,2.1526218,s013,2,6
3656,1.8267,1.8286848,s013,2,7
3657,1.7551,1.7570001,s013,2,8
3658,1.837,1.8386915,s013,2,9
3659,2.3678,2.3695591,s013,2,10
3660,1.8523,1.8543127,s013,2,11
3661,1.9973999999999998,1.999107,s013,2,12
3662,1.8987,1.9005146000000002,s013,2,13
3663,1.8216999999999999,1.8237247,s013,2,14
3664,1.8723,1.8742798999999999,s013,2,15
3665,2.549,2.5506361,s013,2,16
3666,1.6124,1.6142189,s013,2,17
3667,1.6613,1.6628657,s013,2,18
3668,1.6088,1.6105252,s013,2,19
3669,2.2723,2.2742029,s013,2,20
3670,1.6259000000000001,1.6275884,s013,2,21
3671,2.0874,2.0891917,s013,2,22
3672,2.1568,2.1585844,s013,2,23
3673,1.5408,1.5425402,s013,2,24
3674,1.9896,1.9910819,s013,2,25
3675,1.7985,1.8001316,s013,2,26
3676,1.9674,1.9691323,s013,2,27
3677,1.7055,1.7071782,s013,2,28
3678,1.4786000000000001,1.4803452,s013,2,29
3679,1.7624,1.7638508000000002,s013,2,30
3680,1.5554000000000001,1.5573781,s013,2,31
3681,1.6116000000000001,1.6135582,s013,2,32
3682,1.4747,1.4763637,s013,2,33
3683,1.4429,1.445144,s013,2,34
3684,1.4788000000000001,1.4806601,s013,2,35
3685,1.5319,1.5334428,s013,2,36
3686,1.8315000000000001,1.8335815,s013,2,37
3687,1.7167,1.7185816,s013,2,38
3688,1.4376,1.4396185,s013,2,39
3689,1.8591,1.8609638,s013,2,40
3690,1.4796,1.4814668,s013,2,41
3691,1.6572,1.6589521,s013,2,42
3692,1.6214,1.6232777,s013,2,43
3693,1.4285999999999999,1.430014,s013,2,44
3694,1.7968,1.7984455000000001,s013,2,45
3695,1.7642,1.7655892,s013,2,46
3696,1.4870999999999999,1.488987,s013,2,47
3697,1.8477999999999999,1.8494916,s013,2,48
